Trial,Target Size (px),Target Starting x Position (px),Distance Mouse Traveled (px),Time (ms),Misses
124,80,1000,406.0,743,1
125,160,400,145.0,664,2
126,160,400,123.0,463,1
127,80,800,220.0,692,2
128,200,900,285.0,599,2
129,80,900,324.0,662,1
130,200,900,359.0,548,1
131,80,100,498.0,1749,3
132,160,700,121.0,772,1
133,120,400,233.0,360,0
134,120,700,129.0,316,0
135,120,200,386.0,524,1
136,200,300,247.0,697,1
137,80,200,426.0,731,2
138,80,300,301.0,548,1
139,80,100,466.0,860,0
140,120,100,487.0,506,1
141,120,100,519.0,497,1
142,80,400,190.0,571,1
143,120,700,113.0,720,2
144,120,1000,479.0,749,2
145,80,400,211.0,669,2
146,200,900,349.0,383,0
147,160,100,478.0,490,1
148,160,200,323.0,662,1
149,80,200,361.0,472,1
150,80,100,470.0,875,2
151,200,400,64.0,757,0
152,80,700,103.0,432,1
153,80,1000,423.0,873,2
154,200,300,278.0,634,2
155,80,800,217.0,565,1
156,80,900,312.0,850,3
157,200,1000,361.0,447,1
158,200,100,413.0,655,2
159,160,800,315.0,631,2
160,120,1000,470.0,804,2
161,80,900,325.0,1575,5
162,80,800,213.0,861,2
163,160,700,148.0,562,1
164,120,300,255.0,499,1
165,200,900,383.0,455,0
166,160,300,203.0,631,1
167,80,1000,430.0,1004,0
168,200,800,242.0,775,2
169,200,100,418.0,582,1
170,160,300,253.0,506,1
171,160,1000,381.0,439,1
172,200,700,181.0,496,1
173,120,300,263.0,676,2
174,120,700,115.0,656,2
175,200,700,90.0,413,1
176,160,300,225.0,427,1
177,160,200,308.0,404,0
178,160,700,146.0,434,1
179,120,1000,450.0,921,3
180,80,900,318.0,800,2
181,120,1000,432.0,465,1
182,160,800,231.0,590,2
183,160,800,294.0,899,2
184,120,400,141.0,527,1
185,80,300,336.0,418,1
186,120,900,286.0,665,2
187,80,300,338.0,898,3
188,120,800,220.0,743,2
189,200,100,459.0,446,1
190,120,700,146.0,462,1
191,160,900,283.0,476,1
192,200,300,230.0,376,1
193,120,100,489.0,577,1
194,80,900,288.0,879,2
195,80,200,405.0,897,2
196,200,900,401.0,642,2
197,200,300,333.0,382,1
198,120,100,463.0,508,1
199,200,200,338.0,520,1
200,200,200,293.0,483,1
201,80,800,201.0,656,2
202,160,1000,495.0,916,2
203,200,700,243.0,584,1
204,120,700,174.0,473,1
205,200,300,209.0,446,1
206,200,700,170.0,282,0
207,80,300,267.0,440,1
208,200,200,282.0,460,1
209,160,200,339.0,480,1
210,160,900,338.0,452,1
211,80,100,532.0,459,1
212,160,700,143.0,661,1
213,200,700,154.0,509,1
214,120,1000,476.0,744,1
215,80,200,437.0,536,1
216,200,900,383.0,922,2
217,120,400,163.0,451,1
218,120,900,286.0,440,1
219,160,200,310.0,474,1
220,200,300,280.0,461,1
221,120,100,445.0,471,1
222,80,700,96.0,703,2
223,160,700,137.0,661,1
224,160,400,135.0,382,1
225,120,100,474.0,546,1
226,200,1000,507.0,732,2
227,120,800,223.0,586,1
228,160,200,333.0,659,2
229,160,100,465.0,705,2
230,80,900,318.0,736,2
231,80,100,472.0,564,1
232,200,100,457.0,761,2
233,200,1000,459.0,610,1
234,200,700,128.0,797,2
235,160,400,212.0,437,1
236,80,1000,397.0,866,2
237,200,700,152.0,802,2
238,80,1000,424.0,702,2
239,160,700,191.0,792,2
240,80,700,129.0,798,2
241,80,700,124.0,510,1
242,200,800,216.0,500,1
243,160,200,404.0,639,2
244,200,200,306.0,478,1
245,120,300,276.0,417,1
246,160,900,375.0,568,1
247,120,400,222.0,294,0
248,160,800,233.0,455,1
249,160,800,282.0,488,1
250,160,400,86.0,227,0
251,120,1000,374.0,395,0
252,160,300,283.0,398,0
253,200,800,345.0,315,0
254,200,300,306.0,300,0
255,160,700,119.0,553,1
256,80,400,195.0,648,2
257,200,800,266.0,397,1
258,120,900,355.0,1040,2
259,120,800,262.0,844,2
260,200,200,366.0,419,1
261,80,800,211.0,634,1
262,200,100,535.0,457,0
263,80,300,324.0,763,1
264,200,800,231.0,625,1
265,80,200,372.0,507,1
266,120,1000,429.0,517,0
267,80,700,126.0,760,1
268,80,700,123.0,738,2
269,80,700,100.0,432,1
270,120,400,193.0,457,1
271,200,800,297.0,340,0
272,80,400,223.0,576,1
273,80,200,375.0,497,1
274,120,900,373.0,384,0
275,80,800,208.0,832,2
276,200,300,224.0,414,1
277,80,900,319.0,676,2
278,80,100,534.0,491,1
279,120,1000,419.0,706,2
280,200,300,233.0,419,1
281,120,700,142.0,548,1
282,120,800,211.0,670,2
283,80,900,316.0,503,1
284,120,900,301.0,488,1
285,120,700,146.0,788,2
286,160,800,163.0,775,0
287,160,300,312.0,652,2
288,200,1000,441.0,665,2
289,120,900,378.0,495,1
290,160,100,497.0,518,1
291,160,800,260.0,573,2
292,160,800,259.0,564,2
293,80,800,179.0,493,1
294,200,800,274.0,494,1
295,160,100,460.0,672,2
296,80,400,178.0,448,1
297,160,1000,433.0,579,1
298,80,1000,432.0,1033,4
299,120,300,331.0,687,2
300,120,400,220.0,525,1
301,160,800,233.0,450,1
302,120,200,406.0,487,1
303,80,400,219.0,679,2
304,80,800,208.0,559,1
305,120,800,276.0,715,2
306,160,100,487.0,588,1
307,80,200,425.0,813,2
308,200,200,330.0,504,1
309,160,200,421.0,461,1
310,120,700,141.0,532,1
311,80,700,68.0,461,1
312,160,100,407.0,534,1
313,80,100,537.0,1014,3
314,80,400,202.0,1126,3
315,120,300,235.0,461,1
316,200,300,251.0,406,1
317,200,400,136.0,518,1
318,160,100,509.0,467,1
319,160,1000,467.0,731,2
320,200,300,198.0,576,0
