Trial,Target Size (px),Target Starting x Position (px),Distance Mouse Traveled (px),Time (ms),Misses
123,80,1000,419.0,576,1
124,160,200,327.0,544,1
125,200,700,230.0,293,0
126,200,800,309.0,405,1
127,200,700,178.0,344,1
128,160,1000,445.0,336,1
129,160,200,319.0,323,0
130,80,900,334.0,607,2
131,120,300,298.0,531,1
132,200,900,319.0,304,0
133,80,1000,407.0,439,1
134,80,100,523.0,425,0
135,120,900,319.0,565,1
136,80,700,72.0,390,0
137,200,1000,420.0,390,0
138,200,200,273.0,382,0
139,120,300,270.0,666,1
140,160,300,293.0,657,1
141,200,900,393.0,522,1
142,80,700,106.0,367,0
143,200,400,120.0,401,1
144,160,400,144.0,368,1
145,160,200,357.0,351,0
146,120,400,228.0,436,1
147,120,400,195.0,455,1
148,200,100,460.0,544,1
149,120,400,203.0,551,0
150,200,700,69.0,343,0
151,120,1000,426.0,429,0
152,200,300,281.0,507,1
153,80,700,123.0,304,0
154,200,1000,426.0,390,0
155,160,800,237.0,476,0
156,80,200,413.0,347,0
157,160,100,538.0,760,1
158,80,1000,429.0,597,0
159,120,300,317.0,406,0
160,200,300,208.0,384,0
161,80,800,199.0,543,0
162,80,100,522.0,483,0
163,80,700,112.0,492,0
164,80,300,305.0,420,0
165,120,900,310.0,502,0
166,160,100,397.0,440,0
167,80,800,223.0,540,0
168,200,100,474.0,474,0
169,80,1000,423.0,455,0
170,160,200,332.0,327,0
171,160,400,139.0,409,0
172,80,200,408.0,1358,1
173,200,900,386.0,353,0
174,80,400,224.0,546,1
175,80,100,515.0,490,0
176,80,100,528.0,1220,2
177,120,400,218.0,563,0
178,200,300,153.0,322,0
179,160,100,439.0,396,0
180,200,1000,431.0,424,0
181,160,400,172.0,325,0
182,120,400,190.0,528,1
183,200,1000,414.0,678,1
184,200,800,278.0,426,0
185,160,900,316.0,466,0
186,200,900,295.0,465,0
187,200,100,385.0,377,0
188,160,900,366.0,437,0
189,80,800,210.0,654,0
190,80,300,299.0,495,0
191,160,300,315.0,425,0
192,80,100,520.0,627,0
193,80,200,390.0,794,1
194,80,900,328.0,466,1
195,80,100,515.0,912,1
196,200,200,386.0,427,0
197,160,800,252.0,477,1
198,80,200,434.0,754,2
199,200,400,146.0,346,0
200,200,200,281.0,263,0
201,120,700,123.0,345,0
202,200,100,432.0,548,1
203,120,700,112.0,484,1
204,160,100,504.0,631,1
205,160,300,215.0,640,1
206,80,1000,380.0,501,0
207,200,1000,469.0,470,0
208,200,300,316.0,368,0
209,160,200,349.0,507,0
210,160,1000,430.0,526,0
211,200,800,255.0,429,0
212,160,700,112.0,408,0
213,200,400,145.0,327,0
214,120,100,458.0,572,0
215,200,900,414.0,508,0
216,80,800,183.0,633,0
217,200,700,97.0,362,0
218,160,800,215.0,382,0
219,200,200,297.0,429,0
220,80,100,474.0,636,0
221,120,300,270.0,638,0
222,120,200,348.0,472,0
223,160,1000,438.0,537,0
224,160,200,328.0,363,0
225,160,700,208.0,342,0
226,200,1000,399.0,410,0
227,120,900,342.0,687,1
228,160,400,218.0,541,1
229,160,400,181.0,528,1
230,200,300,256.0,358,0
231,160,1000,437.0,364,0
232,120,300,292.0,550,1
233,160,300,312.0,624,1
234,120,700,153.0,506,1
235,120,900,285.0,380,0
236,120,1000,472.0,701,1
237,120,300,301.0,648,0
238,160,200,323.0,390,0
239,200,700,231.0,364,0
240,160,1000,401.0,415,0
241,160,1000,457.0,676,1
242,120,1000,390.0,553,0
243,120,1000,454.0,591,0
244,200,1000,496.0,537,0
245,160,900,336.0,597,0
246,120,1000,430.0,565,0
247,120,1000,450.0,633,0
248,120,700,87.0,535,0
249,160,400,125.0,397,0
250,80,400,198.0,548,0
251,200,700,209.0,342,0
252,80,100,528.0,824,1
253,120,400,187.0,648,0
254,80,1000,435.0,493,0
255,160,700,81.0,449,0
256,120,100,442.0,526,0
257,200,400,72.0,455,0
258,160,700,161.0,491,0
259,160,800,213.0,406,0
260,120,200,439.0,483,0
261,200,900,422.0,358,0
262,160,900,328.0,401,0
263,80,1000,421.0,521,0
264,80,200,396.0,640,1
265,120,900,368.0,537,1
266,80,200,394.0,471,0
267,80,200,397.0,655,0
268,80,100,515.0,825,1
269,120,100,518.0,718,1
270,120,300,245.0,464,0
271,200,300,246.0,520,1
272,80,700,80.0,582,1
273,200,200,273.0,312,0
274,160,900,290.0,364,0
275,80,1000,372.0,572,0
276,200,400,128.0,350,1
277,80,200,431.0,709,1
278,120,400,157.0,387,0
279,120,800,197.0,550,1
280,80,700,77.0,408,0
281,80,300,294.0,566,1
282,200,800,327.0,318,0
283,160,300,235.0,332,0
284,200,200,415.0,445,0
285,120,400,185.0,423,0
286,80,400,214.0,637,1
287,160,200,368.0,490,0
288,80,1000,411.0,632,0
289,120,700,97.0,477,0
290,160,100,468.0,627,1
291,160,900,391.0,372,0
292,80,100,529.0,504,0
293,200,1000,550.0,436,0
294,160,1000,478.0,556,0
295,120,300,306.0,405,0
296,120,800,244.0,355,0
297,160,400,219.0,263,0
298,120,300,262.0,430,0
299,120,300,321.0,400,0
300,120,300,276.0,512,0
301,200,300,238.0,571,1
302,200,100,403.0,458,0
303,80,700,108.0,589,0
304,120,900,297.0,640,0
305,80,1000,433.0,736,1
306,120,900,311.0,576,0
307,160,200,396.0,589,0
308,200,900,336.0,362,0
309,120,200,354.0,445,0
310,80,1000,406.0,474,0
311,80,300,297.0,481,0
312,200,400,92.0,396,0
313,200,700,173.0,335,0
314,80,100,491.0,598,0
315,160,700,219.0,559,1
316,120,900,279.0,518,0
317,160,100,474.0,669,0
318,120,100,479.0,667,0
319,200,400,205.0,574,0
320,80,1000,421.0,915,1
