Trial,Target Size (px),Target Starting x Position (px),Distance Mouse Traveled (px),Time (ms),Misses
228,80,900,330.0,678,0
229,80,700,71.0,455,0
230,160,700,105.0,367,0
231,120,900,314.0,475,0
232,120,200,343.0,538,0
233,200,100,384.0,637,0
234,200,700,182.0,489,0
235,120,100,475.0,740,0
236,200,400,116.0,374,0
237,160,1000,409.0,504,0
238,200,1000,404.0,601,0
239,120,800,195.0,634,0
240,160,400,130.0,333,0
241,200,900,315.0,477,0
242,120,100,478.0,556,0
243,120,1000,414.0,993,0
244,160,100,534.0,632,0
245,160,800,266.0,553,0
246,120,200,369.0,545,0
247,80,800,191.0,519,0
248,80,400,207.0,435,0
249,200,300,198.0,451,0
250,160,100,426.0,548,0
251,120,200,380.0,651,0
252,200,100,420.0,474,0
253,80,300,268.0,530,0
254,120,400,180.0,473,0
255,120,700,126.0,413,0
256,200,200,330.0,499,0
257,160,400,153.0,455,0
258,200,700,138.0,373,0
259,80,1000,385.0,684,0
260,160,300,223.0,655,0
261,80,900,294.0,482,0
262,120,300,257.0,440,0
263,160,700,211.0,340,0
264,160,200,306.0,487,0
265,200,100,408.0,647,0
266,200,100,490.0,610,0
267,200,200,297.0,448,0
268,120,800,242.0,433,0
269,160,400,116.0,716,0
270,200,1000,438.0,531,0
271,160,200,411.0,576,0
272,200,900,372.0,562,0
273,200,1000,410.0,826,1
274,80,800,198.0,664,0
275,200,400,126.0,416,0
276,120,300,252.0,576,0
277,120,200,360.0,664,0
278,200,200,320.0,544,0
279,160,900,359.0,475,0
280,120,400,237.0,565,0
281,120,700,161.0,449,0
282,80,1000,436.0,733,0
283,80,300,318.0,723,0
284,160,400,119.0,486,0
285,120,900,327.0,547,0
286,80,400,217.0,543,0
287,80,1000,395.0,643,0
288,120,1000,402.0,611,0
289,80,1000,424.0,732,0
290,120,400,226.0,666,0
291,160,200,339.0,412,0
292,120,800,232.0,375,0
293,80,400,187.0,345,0
294,80,900,296.0,458,0
295,160,300,235.0,352,0
296,80,1000,382.0,500,0
297,160,200,332.0,431,0
298,160,200,334.0,554,0
299,120,700,166.0,619,1
300,200,1000,411.0,666,1
301,200,1000,469.0,444,0
302,120,1000,437.0,701,0
303,160,700,141.0,487,0
304,80,900,335.0,529,0
305,80,900,305.0,691,0
306,120,800,256.0,696,0
307,120,800,218.0,544,0
308,80,1000,377.0,930,0
309,160,300,272.0,433,0
310,120,100,495.0,691,0
311,200,800,309.0,473,0
312,80,400,225.0,646,0
313,200,200,323.0,425,0
314,200,1000,389.0,445,0
315,120,200,360.0,625,0
316,120,700,137.0,407,0
317,160,200,331.0,496,0
318,200,300,143.0,437,0
319,200,400,106.0,366,0
320,120,300,244.0,458,0
