Trial,Target Size (px),Target Starting x Position (px),Distance Mouse Traveled (px),Time (ms),Misses
214,120,300,227.0,468,0
215,160,300,205.0,411,0
216,200,1000,418.0,440,0
217,120,200,388.0,370,0
218,200,300,217.0,428,0
219,160,400,169.0,377,0
220,80,700,124.0,891,2
221,200,100,395.0,430,0
222,80,900,338.0,644,1
223,160,1000,507.0,963,0
224,120,400,205.0,613,1
225,160,100,408.0,677,1
226,200,300,242.0,497,0
227,80,800,237.0,407,0
228,120,800,166.0,483,0
229,80,800,229.0,978,2
230,120,1000,378.0,585,0
231,80,400,224.0,618,0
232,160,900,287.0,450,0
233,120,1000,430.0,729,0
234,160,1000,462.0,570,0
235,120,700,115.0,621,0
236,120,400,123.0,690,1
237,200,800,185.0,584,0
238,80,400,233.0,407,0
239,120,200,345.0,566,0
240,80,200,408.0,618,0
241,120,1000,439.0,646,0
242,80,800,202.0,566,0
243,120,400,183.0,396,0
244,200,200,312.0,421,0
245,120,300,338.0,486,0
246,160,700,157.0,400,0
247,80,100,488.0,675,0
248,160,900,401.0,755,1
249,200,700,134.0,530,0
250,200,800,259.0,690,1
251,120,100,449.0,693,0
252,160,800,311.0,774,1
253,160,900,373.0,630,0
254,160,100,446.0,648,0
255,120,100,524.0,765,0
256,200,800,303.0,639,0
257,80,200,410.0,647,0
258,120,200,387.0,599,0
259,80,1000,411.0,579,0
260,160,900,293.0,779,1
261,200,100,359.0,447,0
262,200,800,299.0,364,0
263,120,1000,375.0,660,0
264,200,400,161.0,578,1
265,200,200,328.0,444,0
266,200,400,134.0,471,0
267,200,700,173.0,350,0
268,120,700,155.0,415,0
269,160,200,299.0,716,1
270,200,100,411.0,533,0
271,120,900,352.0,566,0
272,120,200,408.0,421,0
273,160,200,327.0,755,1
274,80,200,374.0,749,1
275,120,400,170.0,422,0
276,120,400,195.0,645,1
277,120,100,478.0,589,0
278,200,900,393.0,455,0
279,160,200,292.0,436,0
280,160,800,291.0,375,0
281,160,100,398.0,733,1
282,200,800,246.0,367,0
283,200,400,235.0,311,0
284,120,200,370.0,702,0
285,120,100,480.0,691,0
286,120,1000,451.0,603,0
287,200,400,108.0,516,0
288,160,400,98.0,734,2
289,80,700,117.0,338,0
290,200,400,128.0,296,0
291,80,700,126.0,303,0
292,200,200,265.0,452,0
293,160,400,167.0,506,0
294,160,100,428.0,526,0
295,120,100,492.0,972,0
296,200,400,149.0,532,0
297,160,200,348.0,627,1
298,80,400,230.0,746,1
299,200,100,401.0,501,0
300,160,1000,394.0,434,0
301,160,700,88.0,748,1
302,80,300,317.0,479,0
303,200,1000,419.0,761,1
304,200,300,281.0,707,1
305,80,100,505.0,759,1
306,200,700,229.0,850,2
307,80,200,367.0,451,0
308,160,400,166.0,598,2
309,120,300,308.0,512,2
310,120,800,197.0,634,3
311,160,200,309.0,356,1
312,200,400,51.0,163,0
313,160,800,182.0,718,3
314,160,800,197.0,500,2
315,160,300,211.0,370,1
316,80,200,384.0,397,1
317,160,700,146.0,583,2
318,200,400,195.0,353,1
319,160,400,130.0,376,1
320,120,400,204.0,370,1
