Trial,Target Size (px),Target Starting x Position (px),Distance Mouse Traveled (px),Time (ms),Misses
180,80,900,296.0,652,0
181,200,300,304.0,410,0
182,160,900,343.0,394,0
183,120,100,481.0,912,1
184,80,400,215.0,813,0
185,120,1000,436.0,589,0
186,200,800,196.0,534,0
187,160,1000,514.0,699,0
188,120,1000,367.0,782,0
189,120,300,250.0,528,0
190,120,400,123.0,763,1
191,200,700,146.0,351,0
192,160,700,147.0,403,0
193,80,700,129.0,1052,2
194,200,800,180.0,422,0
195,80,200,416.0,780,1
196,160,900,334.0,415,0
197,80,400,214.0,411,0
198,200,800,257.0,342,0
199,200,400,159.0,322,0
200,200,400,108.0,398,0
201,80,900,293.0,503,0
202,80,100,474.0,560,0
203,200,700,222.0,581,1
204,120,400,210.0,588,1
205,80,200,391.0,759,0
206,120,400,178.0,478,0
207,80,900,268.0,654,0
208,120,900,367.0,867,1
209,80,900,299.0,697,0
210,120,100,424.0,654,0
211,80,100,502.0,732,0
212,200,400,86.0,524,0
213,120,1000,365.0,393,0
214,160,200,387.0,456,0
215,160,100,387.0,789,1
216,120,800,236.0,644,1
217,80,200,369.0,943,0
218,80,900,311.0,757,0
219,120,400,201.0,582,0
220,80,700,129.0,573,0
221,120,200,384.0,777,0
222,160,800,282.0,403,0
223,120,900,302.0,919,1
224,120,800,194.0,558,0
225,160,300,220.0,417,0
226,160,300,192.0,820,1
227,80,200,416.0,886,1
228,80,700,129.0,611,0
229,120,900,331.0,1035,2
230,80,900,331.0,1105,1
231,200,900,264.0,482,0
232,200,700,120.0,431,0
233,120,1000,450.0,626,0
234,80,1000,414.0,1204,1
235,160,1000,450.0,848,1
236,200,300,193.0,635,0
237,120,700,175.0,1093,1
238,80,800,185.0,594,0
239,200,300,185.0,558,0
240,200,900,295.0,521,0
241,120,100,485.0,590,0
242,80,1000,397.0,483,0
243,200,200,344.0,633,0
244,160,800,261.0,546,0
245,200,200,345.0,534,0
246,120,100,494.0,928,1
247,120,200,335.0,617,1
248,200,700,208.0,385,0
249,80,400,202.0,461,0
250,120,300,271.0,564,0
251,160,700,204.0,448,0
252,160,300,209.0,480,0
253,80,900,312.0,802,1
254,200,300,218.0,493,0
255,200,300,244.0,783,0
256,120,200,338.0,818,0
257,160,300,222.0,1078,1
258,160,200,373.0,742,0
259,200,300,160.0,1103,0
260,80,200,415.0,655,0
261,120,900,298.0,1017,2
262,120,300,334.0,460,0
263,120,100,467.0,831,0
264,200,900,279.0,1583,0
265,160,900,298.0,718,1
266,160,800,231.0,829,0
267,80,700,100.0,687,0
268,80,400,176.0,822,0
269,80,300,328.0,643,0
270,120,1000,388.0,496,0
271,80,700,84.0,842,1
272,120,100,525.0,954,2
273,80,400,163.0,603,0
274,120,900,313.0,545,0
275,200,1000,380.0,549,0
276,80,700,81.0,685,0
277,200,800,291.0,576,0
278,80,900,297.0,672,0
279,200,700,133.0,473,0
280,80,100,502.0,789,0
281,120,800,222.0,667,0
282,120,300,269.0,683,0
283,80,800,229.0,640,0
284,120,300,276.0,492,0
285,160,700,162.0,431,0
286,200,800,287.0,737,0
287,200,100,345.0,759,0
288,160,900,382.0,434,0
289,120,400,212.0,526,0
290,200,100,421.0,878,0
291,160,900,333.0,472,0
292,160,400,162.0,421,0
293,160,700,154.0,366,0
294,200,900,274.0,423,0
295,160,900,390.0,844,1
296,160,100,418.0,1096,1
297,160,200,297.0,849,1
298,200,900,367.0,429,0
299,80,1000,434.0,775,0
300,120,800,271.0,821,0
301,120,300,252.0,704,0
302,120,900,334.0,508,0
303,200,700,115.0,526,0
304,120,100,459.0,741,0
305,120,300,303.0,721,0
306,200,900,366.0,425,0
307,200,100,430.0,578,0
308,200,100,469.0,627,0
309,120,1000,385.0,501,0
310,80,400,214.0,580,0
311,160,200,367.0,523,0
312,80,700,135.0,434,0
313,200,900,300.0,710,1
314,80,100,483.0,622,0
315,200,200,333.0,570,0
316,80,100,462.0,699,0
317,80,400,172.0,557,0
318,80,800,186.0,852,1
319,120,800,187.0,1038,0
320,200,300,286.0,635,0
