Trial,Target Size (px),Target Starting x Position (px),Distance Mouse Traveled (px),Time (ms),Misses
99,200,100,373.0,891,1
100,160,700,177.0,571,0
101,160,1000,500.0,704,0
102,200,100,366.0,586,0
103,200,100,412.0,914,0
104,200,700,196.0,526,0
105,120,900,303.0,672,0
106,160,400,182.0,496,0
107,80,1000,400.0,655,0
108,200,400,148.0,525,0
109,200,700,185.0,477,0
110,200,800,212.0,509,0
111,120,100,430.0,639,0
112,80,100,471.0,1265,1
113,200,100,389.0,512,0
114,80,800,184.0,757,0
115,120,100,434.0,780,1
116,160,900,330.0,581,1
117,160,100,430.0,417,0
118,80,300,320.0,964,1
119,160,200,366.0,493,0
120,160,700,170.0,542,1
121,80,100,482.0,625,0
122,80,800,185.0,573,0
123,120,400,160.0,536,0
124,120,700,103.0,390,0
125,120,800,168.0,423,0
126,160,100,385.0,790,1
127,200,800,299.0,360,0
128,160,700,81.0,497,0
129,80,900,297.0,600,0
130,120,1000,442.0,862,1
131,80,900,328.0,773,0
132,80,1000,401.0,455,0
133,200,1000,380.0,466,0
134,160,700,93.0,620,0
135,80,900,270.0,554,0
136,200,100,370.0,517,0
137,80,700,111.0,599,0
138,200,900,365.0,724,1
139,200,100,432.0,459,0
140,160,900,373.0,440,0
141,120,1000,378.0,609,0
142,200,100,399.0,577,0
143,200,700,203.0,662,1
144,160,100,453.0,475,0
145,120,200,381.0,793,1
146,160,1000,510.0,681,1
147,120,800,182.0,885,1
148,200,800,191.0,410,0
149,120,900,318.0,758,1
150,80,700,99.0,549,0
151,80,200,380.0,906,0
152,160,800,311.0,457,0
153,200,800,236.0,681,1
154,80,800,196.0,708,0
155,80,100,511.0,739,0
156,120,1000,436.0,432,0
157,120,200,343.0,448,0
158,200,1000,487.0,384,0
159,160,400,164.0,565,1
160,160,200,333.0,449,0
161,80,200,373.0,869,1
162,120,400,160.0,736,1
163,160,900,317.0,406,0
164,80,400,220.0,693,0
165,120,800,236.0,493,0
166,160,900,335.0,548,0
167,120,300,252.0,444,0
168,80,800,200.0,692,1
169,80,400,185.0,570,0
170,200,700,159.0,351,0
171,80,700,102.0,459,0
172,120,100,451.0,586,0
173,160,1000,448.0,592,0
174,80,400,213.0,660,0
175,160,800,239.0,391,0
176,160,900,352.0,836,1
177,160,200,309.0,593,0
178,160,900,349.0,457,0
179,120,800,186.0,559,0
180,120,400,144.0,458,0
181,200,900,324.0,668,0
182,120,400,156.0,411,0
183,200,900,301.0,398,0
184,200,400,142.0,401,0
185,160,100,446.0,698,0
186,80,1000,379.0,667,0
187,160,900,359.0,724,1
188,120,900,289.0,719,0
189,80,400,195.0,569,0
190,160,200,338.0,762,1
191,120,200,382.0,687,0
192,160,700,203.0,534,0
193,200,1000,360.0,427,0
194,80,1000,384.0,779,0
195,160,400,122.0,630,0
196,200,200,288.0,632,0
197,80,400,163.0,629,0
198,160,300,216.0,1133,1
199,80,800,173.0,630,0
200,160,800,192.0,567,0
201,160,300,237.0,538,0
202,120,1000,374.0,634,0
203,200,200,258.0,469,0
204,200,200,250.0,815,1
205,120,300,279.0,706,0
206,160,100,450.0,664,0
207,200,300,210.0,579,0
208,160,400,160.0,701,0
209,160,300,195.0,680,0
210,200,100,354.0,665,0
211,160,1000,392.0,861,0
212,200,1000,437.0,3250,3
213,200,300,177.0,739,0
214,120,200,337.0,543,0
215,200,800,335.0,449,0
216,120,100,471.0,515,0
217,80,400,217.0,706,0
218,160,1000,472.0,502,0
219,200,800,207.0,571,0
220,160,800,187.0,514,0
221,80,800,168.0,927,0
222,200,300,199.0,388,0
223,80,100,496.0,867,0
224,160,300,291.0,812,1
225,120,800,254.0,580,0
226,160,200,330.0,584,0
227,80,800,192.0,846,1
228,160,1000,451.0,725,0
229,160,700,147.0,1709,0
230,120,200,392.0,658,0
231,80,900,308.0,709,0
232,120,1000,476.0,714,0
233,120,900,343.0,1090,1
234,160,200,355.0,630,0
235,200,100,488.0,661,0
236,120,400,158.0,638,0
237,160,800,267.0,590,0
238,200,400,148.0,424,0
239,80,800,234.0,444,0
240,120,300,247.0,444,0
241,80,800,186.0,565,0
242,80,900,310.0,1114,2
243,120,200,349.0,450,0
244,160,1000,430.0,547,0
245,80,900,292.0,688,0
246,160,400,160.0,558,0
247,200,700,209.0,406,0
248,160,300,198.0,648,1
249,200,800,197.0,404,0
250,160,300,193.0,397,0
251,120,700,101.0,639,1
252,80,100,481.0,666,0
253,160,800,223.0,615,1
254,80,300,269.0,502,0
255,200,900,275.0,453,0
256,120,100,438.0,850,1
257,80,300,293.0,625,0
258,200,100,358.0,475,0
259,200,700,197.0,409,0
260,120,100,456.0,564,0
261,160,700,120.0,609,1
262,160,700,63.0,387,0
263,160,400,155.0,392,0
264,120,300,319.0,737,1
265,160,300,230.0,467,0
266,160,300,265.0,417,0
267,200,700,154.0,448,0
268,160,300,226.0,446,0
269,120,300,223.0,693,1
270,160,400,176.0,384,0
271,80,1000,371.0,959,1
272,200,1000,440.0,850,1
273,80,1000,391.0,759,1
274,200,800,282.0,495,0
275,160,200,326.0,605,0
276,80,100,469.0,1063,1
277,200,900,333.0,421,0
278,160,1000,389.0,538,0
279,160,400,161.0,661,1
280,80,100,489.0,819,1
281,80,900,279.0,589,0
282,200,200,317.0,485,0
283,200,100,361.0,573,0
284,200,300,254.0,508,0
285,200,400,99.0,638,1
286,160,1000,419.0,623,0
287,160,100,489.0,450,0
288,120,700,110.0,615,0
289,160,100,421.0,756,1
290,80,100,495.0,659,0
291,200,400,167.0,553,0
292,160,800,226.0,392,0
293,200,200,341.0,387,0
294,80,900,299.0,625,0
295,200,200,423.0,389,0
296,200,100,472.0,587,0
297,80,700,87.0,637,1
298,200,300,171.0,440,0
299,120,700,125.0,397,0
300,80,400,194.0,571,0
301,80,100,465.0,926,1
302,200,700,141.0,557,0
303,120,800,196.0,731,0
304,160,400,173.0,572,0
305,80,100,532.0,761,0
306,80,700,95.0,1032,2
307,160,900,384.0,684,1
308,120,800,223.0,696,0
309,120,400,184.0,687,1
310,200,800,229.0,436,0
311,160,800,270.0,496,0
312,80,700,114.0,825,0
313,160,1000,430.0,587,0
314,160,800,255.0,600,0
315,160,200,362.0,816,1
316,80,300,336.0,697,0
317,200,800,279.0,375,0
318,120,1000,404.0,606,0
319,200,200,421.0,418,0
320,120,1000,436.0,707,1
