Trial,Target Size (px),Target Starting x Position (px),Distance Mouse Traveled (px),Time (ms),Misses
108,80,800,180.0,600,1
109,120,200,347.0,569,0
110,200,800,292.0,519,0
111,120,200,363.0,698,0
112,160,800,235.0,737,0
113,80,1000,420.0,1015,1
114,120,700,106.0,574,0
115,80,100,509.0,719,0
116,80,300,264.0,487,0
117,80,400,179.0,491,0
118,80,800,225.0,393,0
119,120,400,153.0,423,0
120,160,700,124.0,288,0
121,160,1000,369.0,440,0
122,200,100,369.0,1080,1
123,200,800,326.0,624,0
124,80,900,283.0,566,1
125,200,400,234.0,389,0
126,200,700,250.0,270,0
127,160,1000,448.0,448,0
128,160,700,140.0,509,0
129,120,700,89.0,578,1
130,160,800,294.0,525,1
131,200,1000,535.0,635,0
132,160,300,216.0,447,0
133,120,800,270.0,681,1
134,200,100,343.0,442,0
135,160,700,157.0,636,0
136,200,300,242.0,510,0
137,120,700,150.0,567,1
138,80,300,278.0,686,0
139,120,800,207.0,398,0
140,200,1000,361.0,485,0
141,120,400,217.0,457,0
142,80,800,212.0,605,0
143,160,700,111.0,476,0
144,120,900,333.0,785,1
145,80,200,406.0,629,0
146,160,100,410.0,548,0
147,120,100,474.0,662,0
148,80,800,163.0,689,0
149,200,400,146.0,383,0
150,200,700,215.0,442,0
151,160,800,259.0,731,1
152,120,100,521.0,668,0
153,120,1000,431.0,598,0
154,80,100,492.0,642,0
155,200,1000,476.0,453,0
156,120,300,263.0,424,0
157,200,300,236.0,458,0
158,80,300,316.0,751,1
159,160,300,266.0,532,0
160,200,100,419.0,449,0
161,160,300,302.0,502,0
162,120,100,525.0,778,1
163,120,100,518.0,683,0
164,120,300,258.0,631,0
165,160,200,436.0,654,1
166,200,100,405.0,491,0
167,120,1000,423.0,643,0
168,80,800,165.0,686,0
169,200,900,303.0,453,0
170,80,100,481.0,761,0
171,80,700,114.0,440,0
172,200,100,412.0,582,0
173,120,200,380.0,813,0
174,160,800,257.0,482,0
175,200,1000,385.0,463,0
176,120,300,278.0,448,0
177,120,300,287.0,682,0
178,120,100,507.0,698,0
179,160,200,411.0,832,0
180,160,400,217.0,599,0
181,80,200,405.0,978,0
182,120,100,512.0,1112,0
183,80,900,334.0,672,0
184,80,1000,424.0,760,0
185,80,1000,393.0,660,0
186,80,400,213.0,599,0
187,160,200,281.0,592,0
188,120,800,216.0,555,0
189,160,800,298.0,706,1
190,120,300,226.0,475,0
191,200,400,146.0,460,0
192,160,300,188.0,405,0
193,160,700,152.0,376,0
194,160,1000,440.0,522,0
195,160,400,180.0,394,0
196,160,100,422.0,812,1
197,200,300,142.0,564,0
198,80,1000,410.0,613,0
199,80,900,300.0,733,0
200,120,800,253.0,818,1
201,160,700,129.0,581,0
202,160,700,135.0,479,0
203,80,300,312.0,700,0
204,200,300,251.0,480,0
205,200,100,385.0,501,0
206,120,100,452.0,668,0
207,160,800,286.0,472,0
208,80,900,316.0,694,0
209,160,200,343.0,475,0
210,200,100,423.0,681,0
211,160,100,466.0,561,0
212,200,400,167.0,482,0
213,200,300,254.0,401,0
214,120,800,204.0,487,0
215,200,300,288.0,661,0
216,120,1000,395.0,619,0
217,80,900,319.0,768,0
218,80,300,277.0,643,0
219,160,200,389.0,547,0
220,120,400,132.0,532,0
221,80,200,418.0,936,1
222,160,300,215.0,470,0
223,80,900,304.0,518,0
224,200,900,449.0,457,0
225,200,300,178.0,408,0
226,200,100,386.0,710,1
227,160,1000,512.0,555,0
228,120,200,412.0,486,0
229,120,800,172.0,477,0
230,200,1000,518.0,901,1
231,120,1000,439.0,893,0
232,200,800,247.0,696,0
233,120,700,146.0,608,0
234,200,800,269.0,431,0
235,120,200,368.0,578,0
236,80,300,306.0,764,0
237,160,200,390.0,697,0
238,200,300,337.0,526,0
239,200,700,178.0,389,0
240,160,200,387.0,610,0
241,200,100,429.0,518,0
242,160,400,192.0,872,0
243,80,900,290.0,718,0
244,120,100,453.0,515,0
245,160,800,312.0,439,0
246,160,200,323.0,608,0
247,160,300,183.0,478,0
248,160,300,305.0,749,2
249,160,800,200.0,515,0
250,200,400,217.0,361,0
251,160,800,196.0,393,0
252,160,200,333.0,473,0
253,120,900,267.0,451,0
254,160,1000,461.0,801,0
255,120,200,429.0,693,0
256,80,1000,412.0,733,0
257,200,300,308.0,369,0
258,160,400,106.0,469,0
259,120,700,124.0,573,1
260,80,800,208.0,482,0
261,80,700,100.0,810,1
262,120,100,454.0,657,0
263,200,100,387.0,570,0
264,80,200,385.0,1067,0
265,200,300,219.0,1117,0
266,200,800,285.0,438,0
267,160,800,258.0,730,1
268,80,900,310.0,810,1
269,160,200,320.0,493,0
270,200,300,281.0,418,0
271,120,1000,475.0,488,0
272,80,200,399.0,444,0
273,80,300,306.0,643,0
274,80,100,479.0,758,0
275,200,900,421.0,730,1
276,80,700,116.0,612,0
277,200,1000,435.0,464,0
278,120,300,324.0,416,0
279,120,200,344.0,709,1
280,160,700,216.0,738,1
281,120,100,487.0,881,1
282,120,700,176.0,660,1
283,160,200,288.0,536,0
284,200,800,333.0,358,0
285,80,1000,376.0,613,0
286,160,300,332.0,413,0
287,200,300,178.0,597,1
288,160,200,411.0,611,0
289,120,400,197.0,591,0
290,160,300,253.0,414,0
291,160,300,324.0,484,0
292,160,400,164.0,513,0
293,160,1000,446.0,683,1
294,120,100,482.0,655,0
295,160,200,351.0,939,0
296,120,300,323.0,804,0
297,80,1000,404.0,782,0
298,120,800,231.0,758,0
299,80,200,408.0,561,0
300,160,900,354.0,766,0
301,200,300,216.0,473,0
302,160,300,330.0,671,1
303,200,300,181.0,489,0
304,120,900,315.0,517,0
305,120,100,487.0,554,0
306,160,100,529.0,612,0
307,120,100,481.0,646,0
308,80,900,296.0,683,0
309,160,400,118.0,735,0
310,80,900,325.0,867,0
311,80,300,281.0,494,0
312,160,1000,383.0,595,0
313,120,100,436.0,555,0
314,200,1000,434.0,533,0
315,160,800,187.0,543,0
316,200,900,390.0,459,0
317,120,100,462.0,1342,0
318,200,1000,448.0,5293,0
319,160,800,261.0,753,0
320,200,700,168.0,550,0
