Trial,Target Size (px),Target Starting x Position (px),Distance Mouse Traveled (px),Time (ms),Misses
107,120,100,468.0,503,0
108,200,800,234.0,389,0
109,200,700,183.0,415,0
110,160,400,156.0,325,0
111,160,200,323.0,411,0
112,80,200,397.0,545,0
113,80,1000,406.0,568,0
114,160,800,190.0,670,0
115,200,200,305.0,514,0
116,160,400,139.0,473,0
117,200,800,249.0,431,0
118,80,700,99.0,574,0
119,80,900,323.0,684,0
120,200,1000,462.0,712,1
121,160,200,401.0,570,0
122,120,700,155.0,538,0
123,160,1000,362.0,521,0
124,120,1000,418.0,719,0
125,200,1000,472.0,649,0
126,80,400,208.0,467,0
127,80,1000,397.0,582,0
128,80,200,395.0,629,0
129,160,900,347.0,1257,0
130,160,900,360.0,612,0
131,160,1000,457.0,605,0
132,160,200,338.0,521,0
133,80,300,280.0,709,0
134,120,900,338.0,530,0
135,80,200,408.0,495,0
136,160,800,245.0,428,0
137,200,900,338.0,561,0
138,200,400,200.0,1135,0
139,160,700,173.0,425,0
140,80,300,282.0,488,0
141,120,800,247.0,586,0
142,160,900,293.0,522,0
143,80,700,90.0,478,0
144,120,400,149.0,541,0
145,120,400,160.0,406,0
146,200,100,410.0,424,0
147,160,700,181.0,509,0
148,200,100,394.0,558,0
149,120,300,241.0,473,0
150,80,800,209.0,589,0
151,120,200,338.0,755,0
152,200,700,99.0,377,0
153,80,900,290.0,544,0
154,200,900,351.0,482,0
155,120,100,459.0,571,0
156,120,800,236.0,1219,0
157,160,900,322.0,531,0
158,200,100,404.0,425,0
159,80,900,309.0,454,0
160,80,300,271.0,510,0
161,200,800,235.0,421,0
162,80,100,473.0,629,0
163,120,300,243.0,715,0
164,160,800,278.0,897,0
165,80,900,284.0,709,0
166,80,200,412.0,454,0
167,160,100,439.0,642,0
168,80,400,205.0,456,0
169,200,900,339.0,555,0
170,200,200,308.0,411,0
171,120,400,134.0,415,0
172,200,400,130.0,394,0
173,160,1000,400.0,579,0
174,120,900,288.0,568,0
175,160,100,498.0,436,0
176,80,700,120.0,671,0
177,80,700,81.0,543,0
178,120,700,109.0,437,0
179,200,200,306.0,466,0
180,120,700,127.0,1442,0
181,200,300,187.0,488,0
182,80,400,210.0,2404,0
183,160,1000,400.0,517,0
184,200,300,248.0,541,0
185,120,900,358.0,831,0
186,200,1000,409.0,531,0
187,160,400,186.0,518,0
188,160,300,192.0,405,0
189,160,800,242.0,444,0
190,200,100,425.0,454,0
191,200,1000,451.0,709,0
192,120,300,334.0,567,0
193,160,200,352.0,1590,0
194,80,900,315.0,1848,0
195,160,700,119.0,1377,0
196,80,100,483.0,1716,0
197,200,300,205.0,986,0
198,120,200,391.0,10374,0
199,160,200,305.0,1210,0
200,160,700,109.0,6326,0
201,200,700,138.0,357,0
202,80,200,415.0,474,0
203,200,100,475.0,479,0
204,80,1000,430.0,678,0
205,120,1000,395.0,682,0
206,120,100,470.0,471,0
207,200,300,215.0,430,0
208,200,700,192.0,359,0
209,120,200,351.0,406,0
210,80,1000,387.0,535,0
211,120,400,208.0,475,0
212,160,100,400.0,495,0
213,80,900,330.0,741,1
214,80,300,325.0,505,0
215,200,1000,444.0,491,0
216,80,200,423.0,445,0
217,120,200,376.0,721,1
218,160,1000,484.0,464,0
219,120,1000,384.0,1664,0
220,80,300,326.0,8189,0
221,200,100,420.0,523,0
222,80,100,489.0,679,0
223,200,300,233.0,460,0
224,120,1000,434.0,596,0
225,80,200,439.0,746,0
226,200,200,407.0,857,0
227,120,900,326.0,995,0
228,120,300,332.0,387,0
229,160,800,270.0,399,0
230,160,1000,489.0,2104,2
231,120,300,275.0,598,0
232,200,700,183.0,384,0
233,200,200,297.0,395,0
234,80,400,187.0,517,0
235,200,900,337.0,420,0
236,160,700,84.0,456,0
237,80,400,226.0,365,0
238,200,800,320.0,372,0
239,200,100,453.0,376,0
240,120,200,335.0,568,0
241,200,700,231.0,399,0
242,80,800,224.0,559,0
243,160,700,163.0,466,0
244,200,700,149.0,391,0
245,200,100,388.0,421,0
246,160,100,506.0,649,0
247,200,400,162.0,416,0
248,120,200,391.0,522,0
249,80,900,328.0,579,0
250,200,900,325.0,738,0
251,160,100,481.0,614,0
252,80,1000,413.0,769,0
253,200,100,420.0,400,0
254,200,900,329.0,403,0
255,80,700,94.0,490,0
256,120,100,466.0,474,0
257,160,200,314.0,469,0
258,160,200,355.0,435,0
259,80,1000,406.0,528,0
260,200,900,303.0,773,1
261,80,200,405.0,591,0
262,160,300,196.0,691,1
263,120,1000,402.0,487,0
264,80,800,188.0,787,0
265,160,900,328.0,686,0
266,200,1000,401.0,573,0
267,80,200,404.0,517,0
268,200,200,356.0,488,0
269,120,900,353.0,490,0
270,120,700,94.0,501,0
271,80,100,519.0,487,0
272,160,100,382.0,401,0
273,80,200,404.0,488,0
274,120,1000,440.0,596,1
275,200,400,226.0,499,0
276,160,400,85.0,351,0
277,200,900,308.0,558,0
278,120,400,204.0,283,0
279,200,800,162.0,293,0
280,160,200,330.0,637,1
281,120,700,179.0,335,0
282,200,900,361.0,391,0
283,80,200,399.0,659,1
284,120,200,334.0,659,0
285,80,300,281.0,577,0
286,80,800,186.0,856,0
287,80,200,389.0,489,0
288,200,1000,467.0,445,0
289,160,300,318.0,612,1
290,120,300,255.0,668,1
291,80,800,226.0,615,1
292,160,800,174.0,462,0
293,80,400,195.0,474,0
294,160,800,196.0,435,0
295,200,700,134.0,452,0
296,200,800,245.0,386,0
297,80,100,511.0,457,0
298,80,100,529.0,858,0
299,160,800,297.0,618,0
300,160,400,97.0,674,0
301,200,200,270.0,384,0
302,80,1000,386.0,446,0
303,160,1000,429.0,528,0
304,120,700,129.0,571,0
305,80,200,388.0,509,0
306,200,200,311.0,403,0
307,120,100,490.0,441,0
308,120,300,280.0,733,1
309,200,100,374.0,495,0
310,120,900,369.0,450,0
311,160,700,148.0,559,0
312,120,700,99.0,563,0
313,80,100,483.0,657,0
314,200,400,95.0,1591,0
315,160,100,435.0,539,0
316,80,300,323.0,962,1
317,200,300,231.0,419,0
318,80,300,331.0,866,0
319,80,100,462.0,948,0
320,160,800,257.0,452,0
