Trial,Target Size (px),Target Starting x Position (px),Distance Mouse Traveled (px),Time (ms),Misses
101,200,300,164.0,775,1
102,200,200,310.0,509,0
103,160,1000,407.0,429,0
104,120,800,208.0,756,1
105,160,100,406.0,539,0
106,200,100,353.0,557,0
107,200,800,276.0,411,0
108,200,1000,547.0,510,0
109,80,800,192.0,459,0
110,80,100,505.0,801,0
111,80,200,376.0,712,0
112,160,300,235.0,549,0
113,200,300,155.0,979,1
114,80,800,221.0,695,0
115,120,200,395.0,474,0
116,120,400,146.0,581,0
117,80,100,514.0,722,0
118,160,900,360.0,515,0
119,80,400,225.0,650,1
120,200,400,145.0,481,0
121,200,800,215.0,430,0
122,80,400,171.0,620,1
123,120,800,214.0,356,0
124,200,400,177.0,285,0
125,80,800,186.0,540,1
126,200,400,171.0,309,0
127,200,300,145.0,492,0
128,80,100,506.0,783,0
129,120,800,258.0,565,0
130,80,800,199.0,609,0
131,160,400,169.0,395,0
132,120,900,284.0,440,0
133,80,900,314.0,790,0
134,160,100,452.0,563,0
135,80,300,300.0,683,0
136,80,400,181.0,694,0
137,80,200,419.0,730,0
138,160,400,134.0,615,0
139,120,400,145.0,434,0
140,120,700,123.0,565,0
141,200,1000,499.0,657,0
142,120,200,379.0,671,0
143,160,200,355.0,576,0
144,160,200,290.0,454,0
145,120,900,323.0,671,0
146,120,900,319.0,773,1
147,160,200,331.0,527,0
148,160,400,168.0,477,0
149,160,300,303.0,485,0
150,200,800,270.0,610,0
151,200,1000,377.0,466,0
152,80,700,106.0,494,0
153,160,1000,426.0,420,0
154,160,400,164.0,460,0
155,80,800,227.0,695,1
156,160,100,444.0,645,0
157,80,200,403.0,897,0
158,120,300,262.0,740,0
159,160,400,123.0,503,0
160,200,1000,496.0,413,0
161,80,900,281.0,459,0
162,80,800,207.0,740,1
163,120,100,473.0,534,0
164,160,100,477.0,1109,0
165,120,100,463.0,784,1
166,80,900,331.0,730,0
167,160,800,212.0,518,0
168,120,400,139.0,367,0
169,200,100,368.0,436,0
170,160,700,209.0,660,0
171,160,700,67.0,369,0
172,80,400,235.0,585,0
173,80,300,297.0,455,0
174,160,300,221.0,763,1
175,200,800,325.0,356,0
176,160,800,170.0,514,0
177,160,100,507.0,491,0
178,80,100,508.0,839,0
179,160,200,337.0,834,0
180,200,300,180.0,697,0
181,160,100,495.0,429,0
182,200,400,108.0,1013,2
183,120,800,191.0,389,0
184,200,100,385.0,519,0
185,160,300,202.0,815,1
186,120,800,241.0,483,0
187,200,900,316.0,528,0
188,80,800,220.0,1334,2
189,200,900,362.0,429,0
190,200,700,136.0,674,1
191,80,300,291.0,598,0
192,120,100,462.0,710,0
193,80,100,518.0,787,0
194,80,900,332.0,699,0
195,120,800,205.0,808,1
196,160,300,240.0,413,0
197,200,1000,411.0,351,0
198,120,900,304.0,562,1
199,160,1000,482.0,922,2
200,80,800,205.0,820,1
201,200,1000,389.0,431,0
202,160,1000,443.0,729,1
203,160,1000,382.0,975,0
204,80,200,440.0,519,0
205,200,100,476.0,490,0
206,160,200,405.0,466,0
207,80,800,231.0,414,0
208,120,800,278.0,490,0
209,120,700,174.0,711,1
210,120,300,280.0,435,0
211,200,1000,373.0,394,0
212,80,800,180.0,583,1
213,200,900,353.0,773,1
214,80,200,419.0,711,0
215,160,100,526.0,536,0
216,80,100,537.0,741,0
217,120,400,169.0,764,0
218,160,1000,373.0,516,0
219,200,900,363.0,790,1
220,200,300,244.0,427,0
221,80,900,318.0,434,0
222,200,400,209.0,371,0
223,120,1000,378.0,735,1
224,80,200,415.0,671,1
225,80,1000,426.0,687,0
226,80,100,534.0,617,1
227,80,400,211.0,796,1
228,120,100,500.0,724,0
229,200,200,318.0,606,1
230,120,800,267.0,648,1
231,160,700,156.0,577,0
232,120,800,225.0,762,0
233,80,100,495.0,677,0
234,160,200,308.0,579,0
235,120,700,173.0,823,2
236,200,700,116.0,394,0
237,120,100,452.0,537,0
238,120,400,174.0,504,0
239,160,800,270.0,381,0
240,120,800,235.0,917,1
241,160,100,411.0,455,0
242,120,800,262.0,645,3
243,120,100,494.0,483,2
244,160,300,216.0,478,2
245,160,800,183.0,327,1
246,200,300,252.0,471,2
247,120,700,93.0,458,1
248,160,100,437.0,586,0
249,120,300,229.0,742,0
250,120,700,170.0,613,1
251,80,900,292.0,612,0
252,160,200,334.0,413,0
253,200,300,183.0,562,0
254,120,200,332.0,758,0
255,160,900,319.0,491,0
256,200,200,245.0,542,0
257,80,100,507.0,447,1
258,200,400,166.0,592,1
259,80,200,370.0,593,0
260,160,700,201.0,329,0
261,160,200,328.0,527,1
262,120,900,270.0,533,0
263,80,300,323.0,593,1
264,80,900,304.0,620,1
265,160,400,170.0,539,1
266,160,700,161.0,296,0
267,120,400,166.0,368,1
268,120,300,319.0,521,2
269,200,400,89.0,339,1
270,80,300,310.0,694,3
271,200,100,368.0,352,1
272,120,300,234.0,336,1
273,120,700,147.0,343,1
274,120,800,271.0,725,3
275,200,100,480.0,359,1
276,160,800,171.0,524,2
277,200,900,352.0,381,1
278,80,300,278.0,741,3
279,120,900,314.0,550,2
280,80,200,429.0,362,1
281,200,700,188.0,358,1
282,200,900,331.0,390,1
283,160,300,270.0,545,2
284,80,900,311.0,566,2
285,160,400,233.0,548,2
286,120,100,497.0,690,3
287,120,400,194.0,685,3
288,120,700,80.0,545,2
289,120,300,271.0,331,1
290,160,300,275.0,668,3
291,160,900,358.0,379,1
292,120,300,289.0,705,3
293,160,900,403.0,377,1
294,120,700,101.0,694,3
295,80,900,307.0,583,2
296,80,1000,413.0,735,3
297,200,700,252.0,572,2
298,80,100,485.0,587,2
299,160,200,327.0,725,3
300,160,700,78.0,206,0
301,200,200,246.0,550,2
302,120,700,153.0,559,2
303,200,800,241.0,373,1
304,200,900,366.0,759,3
305,80,700,137.0,563,2
306,160,700,119.0,392,1
307,160,400,176.0,394,1
308,120,1000,406.0,402,1
309,120,700,81.0,557,2
310,80,700,122.0,397,1
311,200,900,381.0,605,2
312,80,1000,408.0,834,3
313,80,1000,373.0,632,2
314,80,100,488.0,593,2
315,120,800,275.0,532,1
316,80,300,264.0,546,1
317,200,200,307.0,395,1
318,200,900,376.0,391,1
319,80,400,226.0,591,2
320,160,700,199.0,552,2
