Trial,Target Size (px),Target Starting x Position (px),Distance Mouse Traveled (px),Time (ms),Misses
145,120,800,209.0,520,0
146,200,900,331.0,806,0
147,200,800,281.0,530,0
148,120,200,410.0,551,0
149,160,1000,421.0,593,0
150,120,200,416.0,638,0
151,80,700,129.0,886,0
152,160,400,121.0,458,0
153,80,300,286.0,525,0
154,120,1000,414.0,659,0
155,120,400,212.0,612,0
156,80,700,124.0,410,0
157,120,400,148.0,442,0
158,160,800,188.0,545,0
159,120,800,212.0,766,0
160,200,900,328.0,811,0
161,200,900,304.0,859,0
162,160,300,189.0,445,0
163,200,900,343.0,595,0
164,160,100,479.0,519,0
165,120,800,242.0,410,0
166,80,400,166.0,470,0
167,200,1000,392.0,757,0
168,80,900,275.0,1183,1
169,80,300,320.0,583,0
170,160,900,309.0,609,0
171,200,800,216.0,566,0
172,80,900,327.0,652,0
173,80,800,238.0,753,0
174,160,200,345.0,626,0
175,160,700,168.0,452,0
176,160,400,99.0,509,0
177,200,900,280.0,573,0
178,80,1000,391.0,804,0
179,200,900,300.0,644,0
180,80,300,290.0,602,0
181,200,900,302.0,556,0
182,80,900,301.0,827,0
183,120,100,484.0,551,0
184,200,1000,445.0,504,0
185,160,400,163.0,367,0
186,80,400,191.0,472,0
187,80,200,397.0,559,0
188,80,800,234.0,522,0
189,200,200,278.0,535,0
190,200,400,80.0,610,0
191,120,100,455.0,675,0
192,200,800,299.0,415,0
193,160,800,170.0,558,0
194,120,800,194.0,509,0
195,200,700,105.0,493,0
196,80,900,291.0,708,0
197,80,900,321.0,747,0
198,120,400,144.0,587,0
199,120,400,170.0,849,0
200,160,400,142.0,596,0
201,200,900,298.0,584,0
202,80,100,493.0,1005,1
203,80,800,227.0,543,0
204,160,200,340.0,580,0
205,160,800,228.0,403,0
206,120,400,174.0,400,0
207,200,900,283.0,520,0
208,80,800,184.0,702,0
209,80,1000,388.0,722,0
210,80,800,177.0,923,1
211,120,900,323.0,675,0
212,120,200,363.0,605,0
213,120,100,520.0,624,0
214,80,400,172.0,649,0
215,160,800,247.0,455,0
216,200,1000,543.0,596,0
217,160,300,237.0,467,0
218,200,100,373.0,574,0
219,200,1000,464.0,472,0
220,160,300,309.0,398,0
221,120,900,305.0,485,0
222,120,100,464.0,629,0
223,200,1000,445.0,452,0
224,160,1000,380.0,870,0
225,80,300,315.0,715,0
226,80,100,499.0,651,0
227,120,900,341.0,474,0
228,80,900,305.0,697,0
229,80,900,312.0,679,0
230,160,200,298.0,592,0
231,120,1000,426.0,580,0
232,200,700,118.0,737,0
233,120,900,296.0,557,0
234,120,1000,478.0,871,1
235,200,800,279.0,733,0
236,160,400,163.0,419,0
237,200,100,359.0,476,0
238,200,900,368.0,433,0
239,160,200,359.0,470,0
240,80,1000,388.0,528,0
241,200,400,117.0,350,0
242,120,800,193.0,460,0
243,160,800,242.0,545,0
244,120,200,369.0,521,0
245,80,1000,410.0,926,1
246,160,900,341.0,635,0
247,160,200,328.0,483,0
248,80,1000,392.0,612,0
249,120,400,153.0,404,0
250,160,700,122.0,417,0
251,80,800,185.0,847,1
252,200,300,163.0,520,0
253,80,100,464.0,617,0
254,80,900,313.0,807,0
255,80,700,78.0,543,0
256,80,700,60.0,516,0
257,120,1000,445.0,646,0
258,120,800,208.0,610,0
259,200,700,145.0,449,0
260,160,800,245.0,798,0
261,160,700,165.0,732,0
262,80,1000,389.0,734,0
263,160,1000,444.0,643,0
264,120,800,188.0,651,0
265,160,200,300.0,638,0
266,160,800,203.0,548,0
267,80,700,103.0,638,0
268,120,900,269.0,606,0
269,160,200,302.0,728,0
270,120,900,292.0,684,0
271,120,100,431.0,682,0
272,120,700,144.0,574,0
273,120,800,189.0,721,0
274,200,200,287.0,554,0
275,160,1000,386.0,572,0
276,160,300,212.0,533,0
277,120,300,260.0,743,0
278,80,100,484.0,636,0
279,160,400,98.0,589,0
280,80,400,165.0,726,0
281,200,800,226.0,511,0
282,200,1000,375.0,580,0
283,160,700,177.0,462,0
284,160,800,207.0,546,0
285,80,400,238.0,542,0
286,120,1000,405.0,654,0
287,120,400,131.0,522,0
288,160,400,128.0,430,0
289,80,700,101.0,570,0
290,80,200,393.0,658,0
291,200,400,87.0,514,0
292,120,300,237.0,719,0
293,120,300,237.0,573,0
294,80,800,225.0,612,0
295,120,700,102.0,610,0
296,200,300,197.0,434,0
297,200,1000,405.0,596,0
298,120,300,250.0,665,0
299,80,900,260.0,558,0
300,120,1000,403.0,750,0
301,120,1000,407.0,660,0
302,160,700,195.0,473,0
303,80,1000,405.0,701,0
304,80,1000,423.0,865,0
305,120,100,431.0,751,0
306,160,700,126.0,532,0
307,200,100,409.0,636,0
308,120,400,133.0,782,0
309,80,1000,415.0,726,0
310,120,400,178.0,463,0
311,200,900,303.0,545,0
312,160,100,414.0,633,0
313,80,200,413.0,943,0
314,120,400,186.0,582,0
315,200,300,189.0,480,0
316,160,100,418.0,699,0
317,200,200,295.0,581,0
318,160,1000,501.0,559,0
319,80,200,388.0,712,0
320,80,700,126.0,773,1
